Date,Donation Source,State,Quantity Received (kg),Quantity Delivered (kg),No. of People Served,Shelter Name
2025-08-12,Hotel Plaza,Rajasthan,372.31,355.18,366,"Mewar Ashram, Udaipur"
2025-08-12,City Restaurant,Himachal Pradesh,370.27,362.09,372,"Himalayan Aasra, Shimla"
2025-08-13,Student Mess,Himachal Pradesh,417.71,399.31,350,"Kullu Seva Kendra, Kullu"
2025-08-13,Community Center,Punjab,331.72,322.49,352,"Khalsa Ashram, Ludhiana"
2025-08-13,Local Bakery,Jammu & Kashmir,423.26,409.82,361,"Chenab Niwas, Udhampur"
2025-08-13,NGO Kitchen,Haryana,347.72,340.68,367,"Priya Niwas, Faridabad"
2025-08-13,Corporate Office,Jammu & Kashmir,344.26,334.24,369,"Chenab Niwas, Udhampur"
2025-08-13,Marriage Hall,Uttarakhand,345.97,337.8,370,"Pahadi Niwas, Haridwar"
2025-08-14,Food Corner,Jammu & Kashmir,409.03,390.37,353,"Pahalgam Aasra, Pahalgam"
2025-08-14,Student Mess,Haryana,401.68,387.49,362,"Sahara Bhawan, Karnal"
2025-08-14,Corporate Office,Haryana,408.21,398.84,363,"Mamta Ashram, Rohtak"
2025-08-14,City Restaurant,Delhi,335.83,322.93,365,"Prem Ashram, Lajpat Nagar"
2025-08-14,Campus Canteen,Jammu & Kashmir,385.52,369.41,369,"Jhelum Seva Sadan, Jammu"
2025-08-14,Community Center,Himachal Pradesh,408.86,392.86,370,"Manali Niwas, Manali"
2025-08-14,NGO Kitchen,Haryana,415.96,400.63,378,"Priya Niwas, Faridabad"
2025-08-15,Marriage Hall,Punjab,394.18,381.38,353,"Khalsa Ashram, Ludhiana"
2025-08-15,Food Corner,Delhi,379.85,362.56,365,"Prem Ashram, Lajpat Nagar"
2025-08-15,City Restaurant,Uttar Pradesh,388.53,376.92,376,"Agra Relief Center, Agra"
2025-08-15,Corporate Office,Punjab,410.85,391.64,378,"Guru Nanak Seva Sadan, Amritsar"
2025-08-15,Local Bakery,Punjab,392.99,375.52,378,"Nanak Niwas, Bathinda"
2025-08-16,Local Bakery,Uttarakhand,368.88,357.3,354,"Pahadi Niwas, Haridwar"
2025-08-16,NGO Kitchen,Haryana,388.81,371.81,358,"Mamta Ashram, Rohtak"
2025-08-16,Community Center,Punjab,363.3,354.63,360,"Nanak Niwas, Bathinda"
2025-08-16,City Restaurant,Rajasthan,388.8,380.63,366,"Aravalli Niwas, Ajmer"
2025-08-17,Corporate Office,Delhi,385.29,373.82,353,"Prem Ashram, Lajpat Nagar"
2025-08-17,NGO Kitchen,Punjab,415.25,403.98,368,"Guru Nanak Seva Sadan, Amritsar"
2025-08-17,Campus Canteen,Uttar Pradesh,425.14,414.82,368,"Shanti Niwas, Lucknow"
2025-08-17,Student Mess,Punjab,422.09,408.01,380,"Khalsa Ashram, Ludhiana"
2025-08-18,Local Bakery,Himachal Pradesh,377.43,361.59,355,"Dalhousie Relief Home, Dalhousie"
2025-08-18,Campus Canteen,Uttar Pradesh,412.81,398.98,364,"Ganga Kinara Ashram, Varanasi"
2025-08-18,Student Mess,Punjab,412.18,396.39,377,"Nanak Niwas, Bathinda"
2025-08-19,Food Corner,Delhi,392.95,379.33,359,"Aasra Shelter Home, Paharganj"
2025-08-19,Community Center,Delhi,413.53,397.27,362,"Umeed Ghar, Saket"
2025-08-19,Marriage Hall,Himachal Pradesh,371.32,353.96,362,"Kullu Seva Kendra, Kullu"
2025-08-19,Local Bakery,Punjab,348.79,335.81,364,"Vatsal Niwas, Jalandhar"
2025-08-19,Campus Canteen,Jammu & Kashmir,433.94,424.09,376,"Pahalgam Aasra, Pahalgam"
2025-08-19,City Restaurant,Punjab,408.28,394.62,381,"Khalsa Ashram, Ludhiana"
2025-08-19,Hotel Plaza,Delhi,401.32,388.97,383,"Prem Ashram, Lajpat Nagar"
2025-08-20,NGO Kitchen,Haryana,418.73,409.38,359,"Aanchal Shelter, Gurugram"
2025-08-20,Food Corner,Delhi,420.76,405.63,359,"Dil Se Sewa Kendra, Rohini"
2025-08-20,Marriage Hall,Himachal Pradesh,394.4,382.28,365,"Manali Niwas, Manali"
2025-08-20,Hotel Plaza,Punjab,389.56,379.95,377,"Nanak Niwas, Bathinda"
2025-08-20,Local Bakery,Uttar Pradesh,402.97,390.4,383,"Prayag Seva Sadan, Prayagraj"
2025-08-20,Corporate Office,Delhi,403.65,393.97,384,"Umeed Ghar, Saket"
2025-08-21,Marriage Hall,Uttar Pradesh,352.16,343.96,357,"Agra Relief Center, Agra"
2025-08-21,City Restaurant,Delhi,404.96,386.16,363,"Umeed Ghar, Saket"
2025-08-21,Food Corner,Haryana,374.22,359.88,363,"Mamta Ashram, Rohtak"
2025-08-21,Campus Canteen,Himachal Pradesh,410.17,398.78,370,"Dharamsala Shelter, Dharamsala"
2025-08-21,Student Mess,Haryana,392.1,374.94,373,"Aanchal Shelter, Gurugram"
2025-08-21,Hotel Plaza,Uttarakhand,390.53,373.89,377,"Shivalik Aasra, Rishikesh"
2025-08-21,Corporate Office,Haryana,361.42,346.84,382,"Sukoon Sadan, Hisar"
2025-08-22,Community Center,Rajasthan,379.54,363.07,355,"Aravalli Niwas, Ajmer"
2025-08-22,Hotel Plaza,Jammu & Kashmir,361.87,348.67,358,"Chenab Niwas, Udhampur"
2025-08-22,Food Corner,Punjab,367.14,351.51,361,"Khalsa Ashram, Ludhiana"
2025-08-22,Corporate Office,Punjab,414.33,404.83,366,"Vatsal Niwas, Jalandhar"
2025-08-22,Local Bakery,Uttar Pradesh,352.37,342.09,376,"Vrindavan Aasra, Mathura"
2025-08-22,City Restaurant,Rajasthan,342.2,327.75,376,"Bikaner Shelter Trust, Bikaner"
2025-08-23,Corporate Office,Delhi,329.6,319.78,365,"Aasra Shelter Home, Paharganj"
2025-08-23,Community Center,Jammu & Kashmir,368.79,351.63,367,"Jhelum Seva Sadan, Jammu"
2025-08-23,Marriage Hall,Jammu & Kashmir,352.37,335.66,368,"Pahalgam Aasra, Pahalgam"
2025-08-23,Food Corner,Uttar Pradesh,344.34,336.94,370,"Ganga Kinara Ashram, Varanasi"
2025-08-23,City Restaurant,Punjab,423.36,403.55,378,"Khalsa Ashram, Ludhiana"
2025-08-23,Student Mess,Haryana,397.12,382.99,378,"Sukoon Sadan, Hisar"
2025-08-23,Local Bakery,Delhi,396.89,387.21,382,"Aasra Shelter Home, Paharganj"
2025-08-24,City Restaurant,Haryana,364.82,347.79,365,"Priya Niwas, Faridabad"
2025-08-24,Food Corner,Rajasthan,374.51,364.41,376,"Mewar Ashram, Udaipur"
2025-08-24,Local Bakery,Uttarakhand,357.28,346.64,377,"Pahadi Niwas, Haridwar"
2025-08-24,Hotel Plaza,Haryana,428.39,416.46,377,"Sahara Bhawan, Karnal"
2025-08-24,Community Center,Jammu & Kashmir,363.09,349.15,378,"Banihal Relief Home, Banihal"
2025-08-24,Campus Canteen,Himachal Pradesh,433.66,419.98,384,"Manali Niwas, Manali"
2025-08-25,Campus Canteen,Uttarakhand,389.02,372.71,365,"Mandakini Ashram, Rudraprayag"
2025-08-25,Corporate Office,Himachal Pradesh,398.29,389.57,366,"Kullu Seva Kendra, Kullu"
2025-08-25,City Restaurant,Punjab,391.02,380.08,371,"Nanak Niwas, Bathinda"
2025-08-25,Food Corner,Haryana,362.53,350.39,380,"Mamta Ashram, Rohtak"
2025-08-25,NGO Kitchen,Uttarakhand,351.15,337.48,382,"Uttarakhand Seva Kendra, Nainital"
2025-08-25,Hotel Plaza,Himachal Pradesh,386.62,375.56,382,"Kullu Seva Kendra, Kullu"
2025-08-25,Marriage Hall,Rajasthan,366.37,357.06,382,"Aravalli Niwas, Ajmer"
2025-08-26,Campus Canteen,Uttarakhand,399.91,390.06,365,"Mandakini Ashram, Rudraprayag"
2025-08-26,Student Mess,Delhi,422.08,408.47,367,"Snehi Niwas, Dwarka"
2025-08-26,City Restaurant,Delhi,367.61,358.31,381,"Umeed Ghar, Saket"
2025-08-26,Food Corner,Himachal Pradesh,353.86,337.47,386,"Kullu Seva Kendra, Kullu"
2025-08-27,Community Center,Punjab,372.66,362.22,362,"Sewa Bhawan, Patiala"
2025-08-27,Corporate Office,Uttar Pradesh,321.26,308.97,363,"Prayag Seva Sadan, Prayagraj"
2025-08-27,Marriage Hall,Punjab,395.04,384.12,373,"Khalsa Ashram, Ludhiana"
2025-08-27,Local Bakery,Punjab,357.5,340.48,374,"Khalsa Ashram, Ludhiana"
2025-08-27,Food Corner,Rajasthan,395.58,385.38,376,"Mewar Ashram, Udaipur"
2025-08-27,Hotel Plaza,Delhi,439.84,427.84,383,"Prem Ashram, Lajpat Nagar"
2025-08-27,Campus Canteen,Delhi,350.69,340.52,385,"Umeed Ghar, Saket"
2025-08-28,Food Corner,Delhi,349.73,341.81,362,"Aasra Shelter Home, Paharganj"
2025-08-28,Corporate Office,Haryana,336.22,326.62,377,"Sukoon Sadan, Hisar"
2025-08-28,City Restaurant,Haryana,400.73,391.05,382,"Aanchal Shelter, Gurugram"
2025-08-28,NGO Kitchen,Punjab,393.84,385.91,386,"Sewa Bhawan, Patiala"
2025-08-29,Campus Canteen,Punjab,349.66,334.88,366,"Khalsa Ashram, Ludhiana"
2025-08-29,Community Center,Punjab,420.15,410.25,369,"Khalsa Ashram, Ludhiana"
2025-08-29,Local Bakery,Haryana,392.07,375.57,377,"Mamta Ashram, Rohtak"
2025-08-29,Student Mess,Haryana,414.15,399.71,378,"Sahara Bhawan, Karnal"
2025-08-29,Food Corner,Uttar Pradesh,350.99,336.43,384,"Vrindavan Aasra, Mathura"
2025-08-30,Campus Canteen,Punjab,412.23,395.57,360,"Sewa Bhawan, Patiala"
2025-08-30,Local Bakery,Delhi,346.92,337.05,363,"Prem Ashram, Lajpat Nagar"
2025-08-30,Hotel Plaza,Punjab,392.07,382.75,369,"Sewa Bhawan, Patiala"
2025-08-30,Community Center,Delhi,442.18,425.31,378,"Prem Ashram, Lajpat Nagar"
2025-08-30,City Restaurant,Jammu & Kashmir,360.64,347.42,383,"Banihal Relief Home, Banihal"
2025-08-31,Student Mess,Uttar Pradesh,410.92,397.06,361,"Agra Relief Center, Agra"
2025-08-31,NGO Kitchen,Himachal Pradesh,402.08,394.18,362,"Kullu Seva Kendra, Kullu"
2025-08-31,Local Bakery,Punjab,353.17,342.55,363,"Guru Nanak Seva Sadan, Amritsar"
2025-08-31,City Restaurant,Rajasthan,378.37,370.86,365,"Bikaner Shelter Trust, Bikaner"
2025-08-31,Marriage Hall,Uttarakhand,409.86,397.12,372,"Devbhumi Shelter, Dehradun"
2025-08-31,Corporate Office,Jammu & Kashmir,369.26,352.41,375,"Jhelum Seva Sadan, Jammu"
2025-08-31,Food Corner,Punjab,377.3,369.18,377,"Vatsal Niwas, Jalandhar"
2025-09-01,City Restaurant,Haryana,407.57,389.5,378,"Aanchal Shelter, Gurugram"
2025-09-01,Hotel Plaza,Delhi,433.95,415.38,382,"Dil Se Sewa Kendra, Rohini"
2025-09-01,Corporate Office,Uttarakhand,377.15,364.53,383,"Pahadi Niwas, Haridwar"
2025-09-01,NGO Kitchen,Uttarakhand,458.7,439.96,384,"Mandakini Ashram, Rudraprayag"
2025-09-02,Local Bakery,Uttar Pradesh,366.93,358.1,364,"Prayag Seva Sadan, Prayagraj"
2025-09-02,Corporate Office,Delhi,322.68,315.61,366,"Snehi Niwas, Dwarka"
2025-09-02,Hotel Plaza,Jammu & Kashmir,417.6,403.62,376,"Banihal Relief Home, Banihal"
2025-09-02,Community Center,Himachal Pradesh,396.91,382.04,377,"Dharamsala Shelter, Dharamsala"
2025-09-02,Student Mess,Himachal Pradesh,344.22,333.84,390,"Manali Niwas, Manali"
2025-09-03,Hotel Plaza,Uttarakhand,330.15,320.57,369,"Mandakini Ashram, Rudraprayag"
2025-09-03,NGO Kitchen,Uttar Pradesh,384.3,367.02,371,"Vrindavan Aasra, Mathura"
2025-09-03,Food Corner,Uttarakhand,395.48,381.31,372,"Devbhumi Shelter, Dehradun"
2025-09-03,Community Center,Jammu & Kashmir,372.2,360.41,373,"Chenab Niwas, Udhampur"
2025-09-04,NGO Kitchen,Himachal Pradesh,391.21,372.78,375,"Himalayan Aasra, Shimla"
2025-09-04,Student Mess,Himachal Pradesh,401.85,389.45,376,"Dalhousie Relief Home, Dalhousie"
2025-09-04,Community Center,Himachal Pradesh,367.87,355.31,388,"Dharamsala Shelter, Dharamsala"
2025-09-04,Local Bakery,Delhi,408.43,399.22,388,"Dil Se Sewa Kendra, Rohini"
2025-09-04,Marriage Hall,Punjab,427.5,409.97,391,"Nanak Niwas, Bathinda"
2025-09-04,City Restaurant,Delhi,361.01,347.35,393,"Aasra Shelter Home, Paharganj"
2025-09-05,Local Bakery,Jammu & Kashmir,379.79,363.32,365,"Banihal Relief Home, Banihal"
2025-09-05,Hotel Plaza,Punjab,325.82,314.05,366,"Nanak Niwas, Bathinda"
2025-09-05,Community Center,Uttarakhand,370.16,354.56,366,"Pahadi Niwas, Haridwar"
2025-09-05,NGO Kitchen,Rajasthan,374.42,356.73,370,"Aravalli Niwas, Ajmer"
2025-09-05,Student Mess,Uttarakhand,398.44,386.7,374,"Devbhumi Shelter, Dehradun"
2025-09-05,Campus Canteen,Delhi,401.9,384.58,381,"Snehi Niwas, Dwarka"
2025-09-05,City Restaurant,Himachal Pradesh,351.87,338.63,384,"Dalhousie Relief Home, Dalhousie"
2025-09-06,NGO Kitchen,Haryana,436.8,422.43,371,"Aanchal Shelter, Gurugram"
2025-09-06,Community Center,Rajasthan,387.25,376.99,373,"Aravalli Niwas, Ajmer"
2025-09-06,City Restaurant,Punjab,409.67,395.33,375,"Vatsal Niwas, Jalandhar"
2025-09-06,Food Corner,Punjab,413.0,394.52,381,"Vatsal Niwas, Jalandhar"
2025-09-06,Student Mess,Haryana,433.1,421.39,386,"Aanchal Shelter, Gurugram"
2025-09-06,Marriage Hall,Punjab,381.54,369.38,393,"Sewa Bhawan, Patiala"
2025-09-07,City Restaurant,Haryana,408.79,389.56,371,"Aanchal Shelter, Gurugram"
2025-09-07,Hotel Plaza,Uttar Pradesh,407.57,390.28,389,"Shanti Niwas, Lucknow"
2025-09-07,Student Mess,Uttar Pradesh,398.7,384.6,393,"Shanti Niwas, Lucknow"
2025-09-08,Hotel Plaza,Uttarakhand,369.75,353.28,369,"Mandakini Ashram, Rudraprayag"
2025-09-08,Community Center,Uttarakhand,369.74,358.5,371,"Shivalik Aasra, Rishikesh"
2025-09-08,Corporate Office,Delhi,414.2,399.65,373,"Umeed Ghar, Saket"
2025-09-08,City Restaurant,Rajasthan,345.2,334.32,375,"Aravalli Niwas, Ajmer"
2025-09-08,NGO Kitchen,Uttar Pradesh,344.16,328.27,379,"Shanti Niwas, Lucknow"
2025-09-08,Marriage Hall,Jammu & Kashmir,340.5,328.94,384,"Chenab Niwas, Udhampur"
2025-09-08,Student Mess,Uttarakhand,382.91,371.49,391,"Pahadi Niwas, Haridwar"
2025-09-09,Hotel Plaza,Rajasthan,379.92,369.15,370,"Thar Seva Sadan, Jodhpur"
2025-09-09,Marriage Hall,Delhi,426.03,410.57,371,"Snehi Niwas, Dwarka"
2025-09-09,Local Bakery,Uttar Pradesh,415.5,396.54,374,"Ganga Kinara Ashram, Varanasi"
2025-09-09,City Restaurant,Rajasthan,434.95,419.59,379,"Bikaner Shelter Trust, Bikaner"
2025-09-09,Food Corner,Uttar Pradesh,445.01,430.01,380,"Prayag Seva Sadan, Prayagraj"
2025-09-10,NGO Kitchen,Uttar Pradesh,369.54,358.0,367,"Vrindavan Aasra, Mathura"
2025-09-10,Hotel Plaza,Rajasthan,340.27,332.5,368,"Mewar Ashram, Udaipur"
2025-09-10,City Restaurant,Uttarakhand,435.31,417.35,369,"Mandakini Ashram, Rudraprayag"
2025-09-10,Campus Canteen,Punjab,362.63,348.84,370,"Nanak Niwas, Bathinda"
2025-09-10,Food Corner,Himachal Pradesh,387.8,374.69,375,"Kullu Seva Kendra, Kullu"
2025-09-10,Community Center,Uttar Pradesh,396.21,377.77,376,"Prayag Seva Sadan, Prayagraj"
2025-09-11,Marriage Hall,Haryana,425.42,411.28,373,"Sukoon Sadan, Hisar"
2025-09-11,City Restaurant,Uttar Pradesh,407.11,388.87,376,"Prayag Seva Sadan, Prayagraj"
2025-09-11,Hotel Plaza,Uttarakhand,359.23,347.68,394,"Mandakini Ashram, Rudraprayag"
2025-09-12,Hotel Plaza,Uttar Pradesh,353.05,336.69,371,"Prayag Seva Sadan, Prayagraj"
2025-09-12,Campus Canteen,Delhi,365.75,354.46,374,"Umeed Ghar, Saket"
2025-09-12,Local Bakery,Himachal Pradesh,400.72,387.34,381,"Himalayan Aasra, Shimla"
2025-09-13,Food Corner,Haryana,428.22,409.01,370,"Priya Niwas, Faridabad"
2025-09-13,Local Bakery,Delhi,374.33,356.9,373,"Prem Ashram, Lajpat Nagar"
2025-09-13,NGO Kitchen,Delhi,408.73,400.56,380,"Aasra Shelter Home, Paharganj"
2025-09-13,Campus Canteen,Punjab,414.11,394.69,385,"Vatsal Niwas, Jalandhar"
2025-09-13,Community Center,Uttarakhand,368.5,361.19,396,"Pahadi Niwas, Haridwar"
2025-09-13,Hotel Plaza,Rajasthan,363.22,346.61,396,"Thar Seva Sadan, Jodhpur"
2025-09-14,Food Corner,Rajasthan,416.45,407.52,375,"Thar Seva Sadan, Jodhpur"
2025-09-14,City Restaurant,Haryana,412.52,404.13,377,"Priya Niwas, Faridabad"
2025-09-14,Marriage Hall,Haryana,445.31,428.34,390,"Sukoon Sadan, Hisar"
2025-09-14,NGO Kitchen,Punjab,377.49,368.23,395,"Khalsa Ashram, Ludhiana"
2025-09-15,Corporate Office,Uttarakhand,360.84,348.17,372,"Uttarakhand Seva Kendra, Nainital"
2025-09-15,City Restaurant,Haryana,342.81,333.92,377,"Mamta Ashram, Rohtak"
2025-09-15,NGO Kitchen,Himachal Pradesh,419.63,409.35,381,"Kullu Seva Kendra, Kullu"
2025-09-15,Community Center,Jammu & Kashmir,357.48,345.27,387,"Chenab Niwas, Udhampur"
2025-09-15,Hotel Plaza,Uttar Pradesh,401.39,393.12,391,"Prayag Seva Sadan, Prayagraj"
2025-09-16,NGO Kitchen,Delhi,431.25,420.96,373,"Prem Ashram, Lajpat Nagar"
2025-09-16,Local Bakery,Rajasthan,436.17,420.28,396,"Aravalli Niwas, Ajmer"
2025-09-16,City Restaurant,Uttar Pradesh,453.51,438.18,398,"Agra Relief Center, Agra"
2025-09-17,Hotel Plaza,Haryana,363.06,345.78,372,"Aanchal Shelter, Gurugram"
2025-09-17,Community Center,Rajasthan,370.84,354.15,376,"Rajwada Relief Home, Jaipur"
2025-09-17,Corporate Office,Jammu & Kashmir,433.51,420.08,392,"Banihal Relief Home, Banihal"
2025-09-18,Local Bakery,Punjab,336.95,326.55,372,"Nanak Niwas, Bathinda"
2025-09-18,Community Center,Punjab,417.54,405.66,373,"Vatsal Niwas, Jalandhar"
2025-09-18,Food Corner,Rajasthan,342.26,329.27,374,"Mewar Ashram, Udaipur"
2025-09-18,Student Mess,Rajasthan,396.09,380.64,377,"Aravalli Niwas, Ajmer"
2025-09-18,NGO Kitchen,Uttarakhand,362.91,346.8,382,"Uttarakhand Seva Kendra, Nainital"
2025-09-18,Corporate Office,Rajasthan,439.27,425.44,388,"Mewar Ashram, Udaipur"
2025-09-18,Marriage Hall,Uttarakhand,436.78,416.13,393,"Mandakini Ashram, Rudraprayag"
2025-09-19,Student Mess,Punjab,346.1,339.07,391,"Guru Nanak Seva Sadan, Amritsar"
2025-09-19,Corporate Office,Punjab,447.28,430.83,394,"Guru Nanak Seva Sadan, Amritsar"
2025-09-19,Marriage Hall,Uttar Pradesh,413.11,398.87,401,"Agra Relief Center, Agra"
2025-09-20,Local Bakery,Haryana,397.39,385.33,376,"Sukoon Sadan, Hisar"
2025-09-20,Marriage Hall,Rajasthan,341.81,334.49,377,"Rajwada Relief Home, Jaipur"
2025-09-20,City Restaurant,Rajasthan,356.95,342.0,379,"Bikaner Shelter Trust, Bikaner"
2025-09-20,Food Corner,Jammu & Kashmir,420.16,408.4,384,"Banihal Relief Home, Banihal"
2025-09-20,NGO Kitchen,Punjab,357.45,341.27,385,"Khalsa Ashram, Ludhiana"
2025-09-20,Community Center,Uttarakhand,427.04,418.52,394,"Uttarakhand Seva Kendra, Nainital"
2025-09-20,Hotel Plaza,Uttarakhand,454.55,445.56,398,"Pahadi Niwas, Haridwar"
2025-09-21,Local Bakery,Delhi,388.23,372.42,383,"Prem Ashram, Lajpat Nagar"
2025-09-21,NGO Kitchen,Jammu & Kashmir,378.27,367.08,387,"Pahalgam Aasra, Pahalgam"
2025-09-21,Corporate Office,Uttar Pradesh,373.88,359.69,389,"Prayag Seva Sadan, Prayagraj"
2025-09-21,Campus Canteen,Haryana,354.32,339.54,396,"Sukoon Sadan, Hisar"
2025-09-21,Marriage Hall,Haryana,411.86,396.47,398,"Sukoon Sadan, Hisar"
2025-09-21,Community Center,Delhi,441.48,427.6,401,"Umeed Ghar, Saket"
2025-09-21,Student Mess,Delhi,377.09,364.77,403,"Umeed Ghar, Saket"
2025-09-22,NGO Kitchen,Delhi,444.65,433.2,396,"Snehi Niwas, Dwarka"
2025-09-22,Hotel Plaza,Haryana,442.32,425.22,398,"Sahara Bhawan, Karnal"
2025-09-22,City Restaurant,Rajasthan,394.12,376.36,403,"Aravalli Niwas, Ajmer"
2025-09-22,Community Center,Haryana,375.52,359.04,403,"Sukoon Sadan, Hisar"
2025-09-23,City Restaurant,Punjab,432.48,417.78,386,"Guru Nanak Seva Sadan, Amritsar"
2025-09-23,Student Mess,Himachal Pradesh,375.78,361.63,390,"Himalayan Aasra, Shimla"
2025-09-23,Local Bakery,Jammu & Kashmir,393.26,377.58,391,"Dal Kinara Shelter, Srinagar"
2025-09-24,Local Bakery,Jammu & Kashmir,429.28,410.64,382,"Banihal Relief Home, Banihal"
2025-09-24,NGO Kitchen,Punjab,445.28,427.22,386,"Guru Nanak Seva Sadan, Amritsar"
2025-09-24,Student Mess,Himachal Pradesh,408.36,390.78,390,"Himalayan Aasra, Shimla"
2025-09-24,Marriage Hall,Uttarakhand,439.49,430.06,394,"Pahadi Niwas, Haridwar"
2025-09-25,Campus Canteen,Punjab,342.97,335.93,377,"Sewa Bhawan, Patiala"
2025-09-25,City Restaurant,Jammu & Kashmir,349.98,340.53,391,"Banihal Relief Home, Banihal"
2025-09-25,Corporate Office,Punjab,474.09,452.8,405,"Guru Nanak Seva Sadan, Amritsar"
2025-09-26,Food Corner,Uttarakhand,437.56,421.26,381,"Uttarakhand Seva Kendra, Nainital"
2025-09-26,City Restaurant,Uttar Pradesh,445.15,424.65,383,"Shanti Niwas, Lucknow"
2025-09-26,Student Mess,Haryana,391.7,374.94,388,"Priya Niwas, Faridabad"
2025-09-26,Local Bakery,Punjab,451.89,433.76,394,"Vatsal Niwas, Jalandhar"
2025-09-26,Campus Canteen,Rajasthan,391.96,375.09,397,"Thar Seva Sadan, Jodhpur"
2025-09-26,NGO Kitchen,Jammu & Kashmir,387.76,372.67,398,"Pahalgam Aasra, Pahalgam"
2025-09-26,Marriage Hall,Rajasthan,447.82,430.17,403,"Rajwada Relief Home, Jaipur"
2025-09-27,NGO Kitchen,Himachal Pradesh,340.89,332.12,384,"Dalhousie Relief Home, Dalhousie"
2025-09-27,Marriage Hall,Jammu & Kashmir,355.11,341.46,396,"Pahalgam Aasra, Pahalgam"
2025-09-27,Student Mess,Delhi,431.3,414.82,400,"Aasra Shelter Home, Paharganj"
2025-09-28,NGO Kitchen,Haryana,365.94,357.16,377,"Sukoon Sadan, Hisar"
2025-09-28,Student Mess,Uttarakhand,348.19,337.15,388,"Pahadi Niwas, Haridwar"
2025-09-28,Campus Canteen,Rajasthan,440.42,421.78,401,"Rajwada Relief Home, Jaipur"
2025-09-28,Corporate Office,Rajasthan,399.82,386.18,406,"Aravalli Niwas, Ajmer"
2025-09-29,Corporate Office,Uttarakhand,391.15,378.13,383,"Shivalik Aasra, Rishikesh"
2025-09-29,NGO Kitchen,Uttarakhand,438.66,428.54,395,"Pahadi Niwas, Haridwar"
2025-09-29,Campus Canteen,Uttarakhand,376.54,358.84,397,"Uttarakhand Seva Kendra, Nainital"
2025-09-29,Community Center,Uttarakhand,381.51,370.96,397,"Devbhumi Shelter, Dehradun"
2025-09-29,Marriage Hall,Punjab,409.29,396.05,399,"Guru Nanak Seva Sadan, Amritsar"
2025-09-30,Hotel Plaza,Haryana,427.55,417.2,378,"Aanchal Shelter, Gurugram"
2025-09-30,Community Center,Himachal Pradesh,389.88,379.03,384,"Kullu Seva Kendra, Kullu"
2025-09-30,City Restaurant,Uttarakhand,427.46,413.89,385,"Uttarakhand Seva Kendra, Nainital"
2025-10-01,Student Mess,Rajasthan,377.68,369.94,384,"Rajwada Relief Home, Jaipur"
2025-10-01,Local Bakery,Haryana,446.37,428.37,390,"Priya Niwas, Faridabad"
2025-10-01,City Restaurant,Haryana,374.94,365.08,394,"Sahara Bhawan, Karnal"
2025-10-01,NGO Kitchen,Rajasthan,361.96,351.94,398,"Thar Seva Sadan, Jodhpur"
2025-10-02,Hotel Plaza,Rajasthan,392.26,376.15,380,"Bikaner Shelter Trust, Bikaner"
2025-10-02,City Restaurant,Jammu & Kashmir,388.8,373.4,382,"Banihal Relief Home, Banihal"
2025-10-02,Campus Canteen,Haryana,398.75,380.51,392,"Aanchal Shelter, Gurugram"
2025-10-02,Local Bakery,Uttarakhand,473.0,455.45,398,"Devbhumi Shelter, Dehradun"
2025-10-02,NGO Kitchen,Punjab,457.89,442.65,407,"Vatsal Niwas, Jalandhar"
2025-10-03,Campus Canteen,Jammu & Kashmir,382.21,366.65,380,"Dal Kinara Shelter, Srinagar"
2025-10-03,Hotel Plaza,Uttarakhand,363.4,352.53,381,"Uttarakhand Seva Kendra, Nainital"
2025-10-03,Local Bakery,Uttar Pradesh,350.53,341.51,388,"Shanti Niwas, Lucknow"
2025-10-03,Corporate Office,Rajasthan,464.16,444.19,392,"Aravalli Niwas, Ajmer"
2025-10-03,Community Center,Himachal Pradesh,420.1,402.66,397,"Himalayan Aasra, Shimla"
2025-10-03,NGO Kitchen,Jammu & Kashmir,399.41,387.19,400,"Jhelum Seva Sadan, Jammu"
2025-10-03,City Restaurant,Jammu & Kashmir,439.52,428.42,402,"Banihal Relief Home, Banihal"
2025-10-04,Student Mess,Jammu & Kashmir,410.98,394.34,381,"Dal Kinara Shelter, Srinagar"
2025-10-04,Campus Canteen,Himachal Pradesh,379.96,363.88,381,"Himalayan Aasra, Shimla"
2025-10-04,City Restaurant,Rajasthan,416.48,406.95,389,"Rajwada Relief Home, Jaipur"
2025-10-04,Food Corner,Uttarakhand,415.92,404.75,391,"Shivalik Aasra, Rishikesh"
2025-10-04,NGO Kitchen,Delhi,402.57,386.31,405,"Dil Se Sewa Kendra, Rohini"
2025-10-04,Hotel Plaza,Jammu & Kashmir,464.59,449.95,406,"Pahalgam Aasra, Pahalgam"
